age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
29,services,married,secondary,no,690,yes,no,cellular,14,apr,553,2,316,1,other,no
44,admin.,divorced,secondary,no,0,no,no,cellular,14,apr,1594,1,148,1,failure,yes
38,admin.,married,secondary,no,766,yes,no,cellular,14,apr,461,2,335,1,failure,no
27,self-employed,married,tertiary,no,10005,yes,no,cellular,14,apr,163,3,271,2,failure,no
34,blue-collar,single,secondary,no,47,yes,no,cellular,14,apr,232,1,147,2,failure,no
43,blue-collar,married,primary,no,2273,yes,no,cellular,14,apr,424,2,147,3,failure,no
32,management,single,tertiary,no,574,yes,no,cellular,14,apr,259,2,145,3,failure,no
36,blue-collar,married,secondary,no,325,no,no,cellular,14,apr,119,2,337,2,failure,no
52,services,married,secondary,no,2904,yes,no,cellular,15,apr,201,6,272,3,failure,no
52,management,married,tertiary,no,1944,yes,no,cellular,15,apr,238,3,323,2,failure,no
35,admin.,married,secondary,no,5250,yes,no,cellular,15,apr,343,2,146,1,failure,no
43,services,married,primary,no,2557,yes,no,telephone,15,apr,165,2,327,3,failure,yes
32,services,married,secondary,no,1129,yes,no,cellular,15,apr,903,2,341,2,failure,yes
40,services,divorced,secondary,no,1062,yes,no,cellular,15,apr,389,2,299,4,failure,no
33,management,single,tertiary,no,1271,yes,no,cellular,15,apr,636,3,330,1,failure,yes
46,management,married,secondary,no,4105,yes,no,cellular,15,apr,115,3,258,2,failure,no
32,technician,single,secondary,no,674,yes,yes,cellular,15,apr,169,1,316,3,failure,no
53,self-employed,divorced,secondary,no,8112,yes,yes,cellular,15,apr,75,1,146,1,failure,no
32,technician,married,secondary,no,-292,yes,yes,cellular,15,apr,301,1,316,1,failure,no
31,blue-collar,married,secondary,no,1131,yes,yes,cellular,15,apr,126,1,148,6,failure,no
36,management,married,secondary,no,1160,yes,no,cellular,15,apr,56,1,323,3,failure,no
34,services,single,secondary,no,194,yes,yes,cellular,15,apr,149,1,268,2,other,no
50,self-employed,married,tertiary,no,202,yes,no,cellular,15,apr,107,1,148,4,failure,no
41,blue-collar,married,secondary,no,217,yes,no,cellular,15,apr,375,2,344,1,failure,no
29,management,married,tertiary,no,5698,no,no,cellular,15,apr,437,1,264,1,failure,no
38,technician,single,secondary,no,8381,no,no,cellular,15,apr,82,1,145,1,failure,no
54,blue-collar,divorced,primary,no,2656,yes,no,cellular,15,apr,1187,2,320,2,success,no
32,management,single,tertiary,no,3981,yes,no,cellular,15,apr,362,1,271,1,failure,no
42,admin.,divorced,secondary,no,2397,yes,no,cellular,15,apr,239,2,320,2,failure,no
50,services,married,secondary,no,254,yes,no,cellular,15,apr,397,2,337,1,failure,no
44,blue-collar,married,primary,no,4581,yes,no,cellular,15,apr,520,3,146,2,failure,no
38,management,single,tertiary,no,6158,yes,no,cellular,15,apr,139,5,145,9,failure,yes
37,blue-collar,single,tertiary,no,3649,yes,no,cellular,15,apr,623,2,146,4,failure,no
34,technician,single,secondary,no,2660,yes,no,cellular,15,apr,158,2,329,1,failure,no
40,admin.,single,secondary,no,985,yes,no,cellular,15,apr,313,3,145,5,other,no
34,technician,single,tertiary,no,1393,yes,no,cellular,15,apr,540,3,271,3,success,no
37,management,single,tertiary,no,876,yes,no,cellular,15,apr,140,4,327,2,failure,no
52,blue-collar,married,primary,no,281,yes,no,cellular,16,apr,55,4,335,3,other,no
32,blue-collar,married,secondary,yes,-53,yes,no,cellular,16,apr,648,1,272,1,other,yes
33,services,married,secondary,no,1397,yes,no,cellular,16,apr,370,1,146,3,failure,no
39,technician,married,secondary,no,0,yes,no,cellular,16,apr,137,1,300,1,failure,no
32,blue-collar,single,secondary,no,760,yes,no,cellular,16,apr,445,1,148,2,other,no
36,blue-collar,married,primary,no,453,yes,no,cellular,16,apr,176,1,330,2,failure,no
32,self-employed,single,secondary,no,202,yes,no,cellular,16,apr,827,1,149,1,failure,no
29,blue-collar,single,secondary,no,1232,yes,no,cellular,16,apr,258,1,316,2,failure,no
42,technician,divorced,secondary,no,2189,no,no,cellular,16,apr,67,5,149,2,other,no
33,housemaid,single,tertiary,no,23663,yes,no,cellular,16,apr,199,2,146,2,failure,no
35,management,single,tertiary,no,1350,yes,no,cellular,16,apr,185,1,330,1,failure,no
43,blue-collar,single,secondary,no,1306,yes,no,cellular,16,apr,243,1,336,1,failure,no
32,technician,single,secondary,no,309,yes,yes,cellular,16,apr,346,1,234,3,failure,no
29,admin.,divorced,secondary,no,589,yes,no,telephone,16,apr,262,6,316,1,other,no
41,admin.,married,secondary,no,1597,yes,no,cellular,16,apr,461,2,321,1,failure,no
57,blue-collar,divorced,primary,no,5041,yes,no,cellular,16,apr,284,1,336,1,failure,no
34,technician,single,secondary,no,486,yes,no,cellular,16,apr,204,1,328,2,failure,no
39,blue-collar,married,primary,no,467,yes,no,cellular,16,apr,232,1,335,1,failure,no
39,management,married,tertiary,no,63,yes,no,cellular,16,apr,479,1,330,1,failure,no
33,management,single,secondary,no,-665,yes,yes,cellular,16,apr,324,1,342,1,failure,no
34,technician,married,tertiary,no,352,yes,no,cellular,16,apr,288,3,324,1,other,no
52,admin.,married,secondary,no,979,yes,no,cellular,16,apr,156,1,336,1,other,no
31,technician,single,tertiary,no,2530,yes,no,cellular,16,apr,60,1,342,1,failure,no
37,services,married,secondary,no,345,yes,yes,cellular,16,apr,114,1,148,1,failure,no
36,blue-collar,divorced,secondary,no,3102,yes,no,cellular,16,apr,188,1,147,1,failure,no
58,blue-collar,married,secondary,no,8195,yes,no,cellular,16,apr,104,1,332,2,failure,no
33,blue-collar,married,primary,no,359,yes,yes,cellular,16,apr,130,1,148,1,failure,no
52,entrepreneur,single,tertiary,no,3469,yes,no,cellular,16,apr,583,1,147,1,success,yes
50,blue-collar,married,secondary,no,825,yes,no,cellular,16,apr,18,3,273,1,failure,no
30,management,single,tertiary,no,726,yes,no,cellular,16,apr,39,1,342,3,failure,no
31,blue-collar,married,secondary,no,1981,yes,no,cellular,16,apr,198,1,268,2,failure,no
35,admin.,single,secondary,no,-101,yes,no,cellular,16,apr,275,1,318,1,other,no
38,services,divorced,secondary,no,904,yes,no,cellular,16,apr,361,1,339,1,failure,no
24,blue-collar,single,secondary,no,525,yes,no,cellular,16,apr,253,1,332,1,failure,no
37,technician,divorced,tertiary,no,1762,yes,no,cellular,16,apr,309,1,317,1,failure,no
39,services,divorced,secondary,no,1957,yes,yes,cellular,16,apr,350,1,147,1,failure,no
35,technician,married,secondary,no,545,yes,no,cellular,16,apr,1579,1,234,4,failure,yes
39,management,divorced,secondary,no,-17,no,no,cellular,16,apr,316,1,146,4,failure,no
29,blue-collar,married,primary,no,10045,yes,no,cellular,16,apr,617,1,322,4,failure,no
46,blue-collar,single,primary,no,96,yes,no,cellular,16,apr,99,1,148,1,failure,no
54,housemaid,married,secondary,no,736,yes,no,cellular,16,apr,268,1,331,1,failure,no
33,self-employed,single,tertiary,no,1354,yes,no,cellular,16,apr,270,1,147,2,failure,no
54,blue-collar,married,secondary,no,0,no,no,telephone,16,apr,1366,1,150,1,failure,no
39,management,married,tertiary,no,691,yes,yes,cellular,16,apr,517,1,255,1,failure,no
51,entrepreneur,married,secondary,no,0,yes,yes,cellular,16,apr,432,1,150,1,failure,no
35,blue-collar,single,secondary,no,0,yes,no,cellular,16,apr,1174,1,345,4,other,yes
57,admin.,divorced,primary,no,207,yes,no,cellular,16,apr,284,1,317,4,failure,no
47,entrepreneur,married,secondary,no,1375,yes,no,telephone,16,apr,272,2,321,7,failure,no
48,services,married,secondary,no,543,yes,no,cellular,16,apr,152,1,336,1,failure,no
46,services,married,secondary,no,1550,yes,no,cellular,16,apr,126,2,149,8,failure,no
38,blue-collar,married,primary,no,1576,yes,no,cellular,16,apr,144,1,328,2,other,no
33,management,married,tertiary,no,2441,yes,yes,cellular,16,apr,257,2,148,1,failure,no
30,blue-collar,single,secondary,no,445,yes,no,cellular,16,apr,218,1,330,2,failure,no
40,self-employed,married,secondary,no,31,yes,no,cellular,16,apr,174,2,147,6,failure,no
32,blue-collar,single,primary,no,528,yes,no,cellular,16,apr,219,1,273,1,failure,no
31,blue-collar,single,secondary,no,1205,yes,no,cellular,16,apr,462,1,328,2,other,no
29,admin.,married,secondary,no,2121,no,no,cellular,16,apr,281,1,342,2,other,no
27,blue-collar,married,secondary,no,2171,yes,no,cellular,16,apr,130,1,323,1,other,no
30,admin.,married,tertiary,no,26,yes,no,cellular,16,apr,62,1,323,1,failure,no
42,admin.,married,secondary,no,8238,yes,yes,cellular,16,apr,102,2,149,5,other,no
31,blue-collar,single,secondary,no,855,yes,no,cellular,16,apr,94,1,317,2,failure,no
40,technician,married,primary,no,644,yes,no,cellular,16,apr,118,2,336,1,failure,no
38,blue-collar,divorced,secondary,no,614,yes,no,cellular,16,apr,314,2,331,1,failure,no
30,admin.,single,secondary,no,818,yes,yes,cellular,16,apr,66,1,346,1,failure,no
54,blue-collar,married,primary,no,3170,yes,no,telephone,16,apr,140,2,324,4,failure,no
32,self-employed,single,tertiary,no,519,yes,no,cellular,16,apr,317,2,149,1,failure,no
43,blue-collar,married,primary,no,2519,yes,no,cellular,16,apr,257,2,146,9,other,no
38,admin.,married,secondary,no,281,yes,no,cellular,16,apr,235,2,335,2,failure,no
36,management,single,tertiary,no,4788,yes,no,cellular,16,apr,241,2,317,1,failure,no
36,blue-collar,single,primary,no,736,yes,no,cellular,16,apr,114,2,304,2,failure,no
37,technician,married,secondary,no,0,yes,no,cellular,16,apr,657,4,149,1,other,no
36,technician,single,tertiary,no,470,yes,no,cellular,16,apr,123,3,265,13,success,no
48,blue-collar,married,secondary,no,113,yes,no,cellular,16,apr,255,2,318,5,other,no
37,blue-collar,married,secondary,no,2848,yes,no,cellular,16,apr,280,2,147,3,failure,no
31,management,single,tertiary,no,319,yes,no,cellular,16,apr,302,2,248,2,failure,no
44,management,divorced,tertiary,no,2422,yes,no,cellular,16,apr,399,2,269,2,failure,no
47,management,married,tertiary,no,109,yes,no,cellular,16,apr,91,2,268,1,failure,no
42,blue-collar,married,primary,no,560,yes,yes,cellular,16,apr,122,4,149,2,failure,no
32,services,married,secondary,no,1273,yes,no,cellular,16,apr,1365,2,328,1,failure,yes
38,self-employed,married,tertiary,no,2084,yes,no,cellular,16,apr,71,2,330,2,failure,no
42,services,married,secondary,no,1027,yes,no,telephone,16,apr,63,2,150,4,failure,no
33,blue-collar,single,secondary,no,1036,yes,yes,cellular,16,apr,323,2,321,2,failure,no
39,blue-collar,married,primary,no,2366,yes,no,cellular,16,apr,1007,3,325,4,failure,no
32,management,single,secondary,no,301,yes,no,cellular,16,apr,383,3,345,1,failure,no
38,technician,married,secondary,no,183,yes,no,cellular,16,apr,256,3,339,2,failure,no
32,services,married,secondary,no,1167,yes,yes,telephone,16,apr,668,3,147,1,failure,no
29,technician,single,tertiary,no,828,yes,no,cellular,16,apr,215,3,321,3,other,no
40,blue-collar,married,primary,no,-214,yes,no,cellular,16,apr,348,2,266,1,other,no
33,technician,single,tertiary,no,617,yes,no,cellular,16,apr,282,2,259,4,other,no
36,technician,married,primary,no,3350,yes,no,cellular,16,apr,86,1,269,3,other,no
53,admin.,married,secondary,no,3703,yes,no,cellular,16,apr,104,1,267,1,failure,no
32,blue-collar,married,primary,no,5511,no,no,cellular,16,apr,408,2,231,16,other,no
41,blue-collar,married,primary,no,-692,yes,no,cellular,16,apr,370,3,282,2,failure,no
35,management,divorced,secondary,no,124,yes,no,cellular,16,apr,48,4,146,5,failure,no
47,entrepreneur,divorced,secondary,no,392,yes,yes,cellular,16,apr,279,3,148,1,failure,no
31,admin.,married,secondary,no,4457,yes,no,cellular,16,apr,225,1,146,4,success,no
38,services,married,secondary,no,4582,yes,no,telephone,16,apr,193,1,314,4,other,no
42,technician,divorced,secondary,no,611,yes,no,cellular,16,apr,804,2,262,5,failure,no
45,blue-collar,married,primary,no,2958,yes,no,cellular,16,apr,580,1,317,2,failure,no
27,technician,single,secondary,no,639,yes,no,cellular,16,apr,119,1,314,5,success,no
34,blue-collar,married,primary,no,2720,yes,no,cellular,16,apr,115,2,146,5,failure,no
42,admin.,single,secondary,no,734,yes,no,cellular,16,apr,332,2,317,3,failure,no
44,blue-collar,divorced,primary,no,75,yes,no,cellular,16,apr,614,1,281,1,failure,no
35,management,married,tertiary,no,1906,yes,no,cellular,16,apr,102,1,148,5,other,no
53,blue-collar,married,primary,no,241,yes,no,cellular,16,apr,1410,1,325,2,failure,no
33,management,single,tertiary,no,1423,yes,no,cellular,16,apr,633,3,248,2,other,no
32,technician,single,tertiary,no,932,yes,no,cellular,16,apr,944,1,318,1,failure,yes
40,blue-collar,married,secondary,no,750,yes,yes,cellular,16,apr,340,1,281,1,failure,no
44,management,married,tertiary,no,38,yes,no,telephone,16,apr,201,2,330,8,other,no
53,management,married,tertiary,no,1319,yes,no,cellular,16,apr,427,1,150,1,failure,no
40,services,divorced,primary,no,471,yes,no,cellular,16,apr,1156,1,345,2,failure,yes
37,management,married,tertiary,no,1594,yes,no,cellular,17,apr,110,1,260,5,failure,no
34,management,single,tertiary,no,872,yes,no,cellular,17,apr,81,1,345,2,failure,no
32,management,single,tertiary,no,8436,yes,no,cellular,17,apr,245,1,149,2,failure,no
34,admin.,married,secondary,no,79,yes,no,cellular,17,apr,193,1,329,1,failure,no
33,services,single,secondary,no,148,yes,no,cellular,17,apr,271,1,150,1,failure,no
37,blue-collar,married,secondary,no,346,yes,no,cellular,17,apr,390,1,316,1,failure,no
54,blue-collar,single,secondary,no,105,yes,no,cellular,17,apr,226,1,326,3,failure,no
33,management,divorced,tertiary,no,525,yes,yes,cellular,17,apr,260,1,281,1,other,no
31,admin.,married,secondary,no,-170,yes,yes,cellular,17,apr,252,1,326,1,failure,no
41,services,married,secondary,no,121,yes,no,cellular,17,apr,41,1,324,1,other,no
33,services,single,secondary,no,1940,yes,no,cellular,17,apr,239,3,329,2,failure,no
41,technician,married,secondary,no,442,yes,yes,cellular,17,apr,261,3,322,1,other,no
48,management,single,tertiary,no,191,yes,no,cellular,17,apr,222,1,326,1,failure,no
37,blue-collar,married,secondary,no,590,yes,no,cellular,17,apr,37,1,343,2,failure,no
42,services,married,secondary,no,798,no,no,cellular,17,apr,80,1,338,1,other,no
56,retired,married,secondary,no,3738,yes,no,cellular,17,apr,156,1,305,6,other,yes
44,blue-collar,married,primary,no,279,yes,no,cellular,17,apr,85,1,339,6,other,no
34,services,single,secondary,no,0,yes,no,cellular,17,apr,112,1,332,3,failure,no
52,management,married,primary,no,98,yes,no,cellular,17,apr,402,1,345,2,failure,no
34,blue-collar,married,secondary,no,1134,yes,no,cellular,17,apr,408,1,329,2,failure,no
55,admin.,married,secondary,no,865,yes,no,cellular,17,apr,85,1,151,1,failure,no
25,student,single,secondary,no,1790,no,no,cellular,17,apr,224,1,322,3,failure,no
36,services,married,secondary,no,456,yes,yes,cellular,17,apr,294,1,319,4,failure,no
34,services,married,secondary,no,210,yes,yes,cellular,17,apr,175,1,332,1,failure,no
33,entrepreneur,married,secondary,no,135,yes,no,cellular,17,apr,114,1,345,2,failure,no
33,blue-collar,married,secondary,no,489,yes,no,cellular,17,apr,552,1,332,1,failure,no
36,blue-collar,married,primary,no,442,yes,no,cellular,17,apr,238,1,326,3,failure,no
37,blue-collar,single,secondary,no,90,yes,no,cellular,17,apr,416,1,340,5,failure,no
38,admin.,single,secondary,no,245,yes,yes,cellular,17,apr,71,2,345,2,success,no
47,blue-collar,married,secondary,no,1536,yes,no,cellular,17,apr,41,1,301,4,other,no
30,services,married,secondary,no,249,yes,no,cellular,17,apr,294,1,275,2,failure,no
34,services,married,secondary,no,703,no,no,cellular,17,apr,282,2,150,2,failure,no
33,admin.,married,secondary,no,7,yes,no,cellular,17,apr,612,1,148,1,failure,no
36,blue-collar,single,primary,no,263,yes,no,cellular,17,apr,199,2,337,2,failure,no
38,blue-collar,married,primary,no,3242,yes,no,cellular,17,apr,198,5,331,1,failure,no
38,management,single,tertiary,no,35,yes,no,cellular,17,apr,156,1,273,3,failure,no
50,admin.,married,secondary,no,512,yes,yes,cellular,17,apr,77,3,338,3,failure,no
52,blue-collar,married,secondary,no,1374,yes,no,cellular,17,apr,267,2,322,1,failure,no
52,blue-collar,married,secondary,no,568,yes,no,telephone,17,apr,246,1,317,1,failure,no
35,blue-collar,married,secondary,no,293,yes,no,cellular,17,apr,1017,1,325,1,other,yes
43,services,married,primary,no,-88,yes,yes,cellular,17,apr,313,1,147,2,failure,no
31,services,married,secondary,no,-163,yes,no,cellular,17,apr,135,1,270,2,failure,no
43,blue-collar,married,primary,no,-181,yes,no,cellular,17,apr,351,1,337,3,failure,no
34,blue-collar,married,secondary,no,2595,yes,yes,cellular,17,apr,126,1,336,2,other,no
32,blue-collar,married,secondary,no,435,yes,no,cellular,17,apr,456,1,331,1,failure,no
54,management,married,secondary,no,-133,yes,no,cellular,17,apr,76,1,343,2,failure,no
38,blue-collar,married,secondary,no,8444,yes,no,cellular,17,apr,39,2,324,1,other,no
38,services,married,tertiary,no,0,yes,no,cellular,17,apr,239,1,147,4,failure,no
28,blue-collar,single,secondary,no,1065,yes,yes,cellular,17,apr,406,1,317,1,failure,no
32,management,divorced,tertiary,no,294,yes,no,cellular,17,apr,1095,1,274,5,success,yes
36,technician,single,tertiary,no,670,yes,no,cellular,17,apr,122,1,343,1,failure,no
43,blue-collar,married,secondary,no,948,yes,no,cellular,17,apr,185,1,336,2,other,no
43,admin.,single,secondary,no,243,yes,no,cellular,17,apr,31,3,338,5,failure,no
31,blue-collar,married,secondary,no,658,yes,yes,cellular,17,apr,268,1,270,1,failure,no
28,entrepreneur,married,secondary,no,490,yes,no,cellular,17,apr,728,1,316,3,other,no
30,blue-collar,single,secondary,no,971,yes,no,cellular,17,apr,283,1,317,2,other,no
46,blue-collar,married,primary,no,-175,yes,yes,cellular,17,apr,250,1,324,2,failure,no
54,management,married,tertiary,no,6525,yes,no,cellular,17,apr,231,1,149,4,failure,no
34,blue-collar,married,primary,no,329,yes,no,cellular,17,apr,952,1,343,1,failure,yes
34,admin.,single,secondary,no,598,yes,no,cellular,17,apr,365,1,324,1,failure,no
31,self-employed,single,tertiary,no,578,yes,no,cellular,17,apr,664,1,319,4,failure,no
31,admin.,single,secondary,no,223,yes,no,cellular,17,apr,508,1,315,11,success,no
43,admin.,married,secondary,no,214,yes,no,telephone,17,apr,421,2,324,24,failure,no
54,blue-collar,married,primary,no,551,yes,no,cellular,17,apr,251,1,263,2,failure,no
36,services,divorced,secondary,no,543,yes,no,cellular,17,apr,101,1,269,2,failure,no
30,services,married,secondary,no,-43,yes,yes,cellular,17,apr,79,1,325,2,other,no
55,blue-collar,single,primary,no,1187,yes,no,cellular,17,apr,113,1,319,2,failure,no
28,technician,single,secondary,no,16,no,no,cellular,17,apr,268,1,333,1,failure,no
22,blue-collar,single,secondary,no,104,yes,no,cellular,17,apr,531,1,339,1,other,no
55,management,married,tertiary,no,505,yes,no,cellular,17,apr,58,1,316,1,other,no
35,services,married,secondary,no,457,yes,no,cellular,17,apr,69,1,322,2,failure,no
38,management,married,tertiary,no,-113,yes,no,cellular,17,apr,141,1,323,3,failure,no
36,management,single,tertiary,no,953,yes,no,cellular,17,apr,72,1,346,1,other,no
34,management,married,tertiary,no,436,yes,no,cellular,17,apr,28,1,345,1,failure,no
41,admin.,married,secondary,no,1010,yes,no,cellular,17,apr,47,1,338,1,failure,no
48,blue-collar,married,secondary,no,1143,yes,no,cellular,17,apr,264,1,317,1,failure,no
45,technician,divorced,secondary,no,976,yes,no,cellular,17,apr,183,1,338,2,failure,no
40,blue-collar,divorced,primary,no,190,yes,yes,cellular,17,apr,139,1,346,2,failure,no
34,services,married,secondary,no,334,yes,no,cellular,17,apr,139,2,318,1,failure,no
30,technician,married,secondary,no,398,yes,no,cellular,17,apr,132,2,238,2,failure,no
33,blue-collar,single,secondary,no,3975,yes,yes,cellular,17,apr,515,1,150,1,other,no
32,self-employed,married,primary,no,1074,yes,no,cellular,17,apr,38,1,329,2,failure,no
30,blue-collar,married,secondary,no,2,yes,yes,cellular,17,apr,291,2,326,1,failure,no
37,technician,married,secondary,no,-90,yes,no,cellular,17,apr,921,2,263,3,failure,no
44,entrepreneur,married,secondary,no,887,yes,no,cellular,17,apr,519,1,14,2,failure,no
22,blue-collar,single,secondary,no,-7,yes,no,cellular,17,apr,84,1,343,1,other,no
28,services,single,secondary,no,437,yes,yes,cellular,17,apr,219,1,322,2,failure,no
44,blue-collar,married,primary,no,228,yes,no,cellular,17,apr,273,1,343,1,other,no
31,blue-collar,married,primary,no,99,yes,no,cellular,17,apr,193,2,322,1,other,no
34,admin.,married,secondary,no,21,no,no,cellular,17,apr,332,1,346,3,failure,no
37,management,married,tertiary,no,9269,yes,yes,cellular,17,apr,71,1,149,2,failure,no
33,technician,divorced,secondary,no,273,yes,no,cellular,17,apr,181,1,317,1,failure,no
36,blue-collar,single,secondary,no,275,yes,no,cellular,17,apr,89,1,332,2,failure,no
31,technician,single,tertiary,no,985,yes,no,cellular,17,apr,997,1,57,2,failure,yes
34,management,married,tertiary,no,91,no,no,cellular,17,apr,144,1,281,1,failure,no
54,admin.,married,secondary,no,426,yes,no,cellular,17,apr,74,2,323,1,failure,no
40,technician,single,secondary,no,556,yes,no,cellular,17,apr,234,1,323,1,failure,no
45,blue-collar,married,primary,no,271,yes,yes,cellular,17,apr,245,1,343,1,failure,no
29,technician,single,secondary,no,205,yes,no,cellular,17,apr,218,1,340,3,failure,no
32,blue-collar,married,secondary,no,225,yes,no,cellular,17,apr,574,1,150,1,failure,yes
49,admin.,married,secondary,no,1096,yes,no,cellular,17,apr,609,1,303,5,failure,no
39,admin.,married,secondary,no,260,yes,no,cellular,17,apr,146,1,281,1,failure,no
34,blue-collar,single,secondary,no,-317,yes,no,cellular,17,apr,518,3,346,1,other,no
38,blue-collar,married,primary,no,398,yes,yes,cellular,17,apr,239,1,332,1,failure,no
31,admin.,married,secondary,no,8295,yes,no,cellular,17,apr,218,1,149,1,failure,no
38,management,married,tertiary,no,5432,yes,yes,cellular,17,apr,707,1,149,2,failure,no
60,retired,married,primary,no,0,yes,no,cellular,17,apr,68,3,343,1,other,no
34,services,married,secondary,no,2021,yes,yes,cellular,17,apr,51,6,148,8,other,no
30,blue-collar,married,secondary,no,578,yes,yes,cellular,17,apr,71,2,317,1,failure,no
32,blue-collar,single,secondary,no,1415,yes,no,cellular,17,apr,645,1,345,1,failure,no
42,blue-collar,married,secondary,no,-256,yes,no,cellular,17,apr,576,1,318,2,failure,no
42,services,married,secondary,no,115,yes,yes,cellular,17,apr,161,1,149,2,failure,no
34,admin.,married,secondary,no,1467,yes,no,cellular,17,apr,113,1,332,2,failure,no
29,blue-collar,married,secondary,no,137,yes,no,cellular,17,apr,343,2,316,3,other,no
38,management,married,tertiary,no,165,yes,no,cellular,17,apr,526,1,260,2,other,yes
30,blue-collar,married,secondary,no,1171,yes,no,cellular,17,apr,45,7,324,2,failure,no
30,admin.,single,secondary,no,390,yes,no,cellular,17,apr,175,1,347,1,failure,no
34,services,married,secondary,no,4963,yes,no,cellular,17,apr,208,1,332,2,failure,no
33,blue-collar,married,secondary,no,26,yes,no,cellular,17,apr,342,3,332,1,other,no
47,admin.,single,primary,no,683,no,no,cellular,17,apr,73,1,148,1,failure,no
47,management,married,tertiary,no,385,yes,no,cellular,17,apr,145,1,323,4,failure,no
40,blue-collar,married,primary,no,572,yes,yes,cellular,17,apr,171,1,318,1,failure,no
41,technician,single,tertiary,no,445,yes,no,cellular,17,apr,138,1,267,1,failure,no
43,blue-collar,married,secondary,no,1127,yes,no,cellular,17,apr,126,3,345,2,other,no
37,blue-collar,married,primary,no,3154,yes,no,cellular,17,apr,404,1,305,3,failure,yes
37,blue-collar,married,primary,no,0,yes,no,cellular,17,apr,362,2,315,4,failure,no
49,blue-collar,married,primary,no,816,yes,no,cellular,17,apr,76,1,260,7,failure,no
31,technician,married,tertiary,no,1990,yes,yes,cellular,17,apr,316,2,339,1,other,no
30,blue-collar,married,secondary,no,246,yes,no,cellular,17,apr,191,1,150,7,failure,no
29,technician,married,secondary,no,1180,yes,no,cellular,17,apr,367,3,323,3,failure,yes
41,services,married,primary,no,450,yes,no,cellular,17,apr,122,1,338,2,failure,no
44,management,single,tertiary,no,1277,yes,no,cellular,17,apr,77,1,268,4,other,no
38,services,married,secondary,no,507,yes,no,cellular,17,apr,55,1,344,1,failure,no
32,unemployed,single,secondary,no,199,yes,no,cellular,17,apr,70,1,336,1,failure,no
38,technician,single,secondary,no,884,yes,yes,cellular,17,apr,113,2,149,3,failure,no
36,self-employed,married,secondary,no,351,yes,no,cellular,17,apr,1554,3,343,2,failure,no
46,blue-collar,married,primary,no,85,yes,no,cellular,17,apr,70,1,344,1,failure,no
45,blue-collar,married,primary,no,2348,yes,no,cellular,17,apr,492,1,148,1,other,no
34,management,married,tertiary,no,520,yes,no,cellular,17,apr,401,1,248,4,success,no
37,admin.,single,tertiary,no,3954,yes,no,cellular,17,apr,238,1,331,1,failure,no
35,admin.,married,secondary,no,430,yes,no,cellular,17,apr,611,1,270,4,failure,no
39,services,divorced,secondary,no,5873,no,no,cellular,17,apr,280,1,344,2,failure,no
40,blue-collar,married,secondary,no,668,yes,no,cellular,17,apr,156,2,318,1,other,no
35,blue-collar,married,secondary,no,199,yes,no,cellular,17,apr,203,1,344,3,failure,no
24,blue-collar,married,secondary,no,-220,yes,no,cellular,17,apr,401,1,15,1,failure,no
32,services,single,secondary,no,671,yes,no,cellular,17,apr,237,2,345,3,failure,no
48,management,divorced,tertiary,no,266,yes,no,cellular,17,apr,198,2,343,1,failure,no
35,services,married,secondary,no,372,yes,no,cellular,17,apr,202,2,280,1,failure,no
42,services,married,secondary,no,1545,yes,no,cellular,17,apr,426,3,323,3,failure,no
58,blue-collar,married,secondary,no,221,yes,no,cellular,17,apr,115,2,343,2,failure,no
52,admin.,divorced,secondary,no,340,yes,no,cellular,17,apr,463,1,344,1,failure,no
27,blue-collar,single,secondary,no,-116,yes,yes,cellular,17,apr,432,2,343,1,failure,no
35,blue-collar,married,secondary,no,528,yes,no,cellular,17,apr,61,1,331,1,failure,no
54,self-employed,married,secondary,no,641,yes,no,cellular,17,apr,472,1,148,2,failure,no
33,blue-collar,married,secondary,no,2254,yes,no,cellular,17,apr,130,1,148,1,failure,no
38,technician,married,secondary,no,710,yes,no,cellular,17,apr,196,1,346,3,failure,no
37,management,single,tertiary,no,146,yes,no,cellular,17,apr,135,1,336,3,failure,no
34,management,married,tertiary,no,11,yes,no,cellular,17,apr,22,1,150,2,failure,no
37,blue-collar,married,secondary,no,982,yes,no,cellular,17,apr,127,1,282,2,failure,no
26,self-employed,single,tertiary,no,3044,yes,yes,cellular,17,apr,550,1,325,1,other,no
40,blue-collar,married,primary,no,1802,yes,no,cellular,17,apr,326,1,319,1,failure,no
34,management,married,secondary,yes,879,yes,no,cellular,17,apr,712,1,344,1,failure,yes
30,blue-collar,married,secondary,no,658,yes,no,cellular,17,apr,99,3,267,1,failure,no
32,admin.,single,secondary,no,103,yes,no,cellular,17,apr,158,1,337,1,other,no
32,services,divorced,secondary,no,453,yes,no,cellular,17,apr,329,1,150,2,failure,no
35,services,married,secondary,no,586,yes,yes,cellular,17,apr,96,2,344,2,failure,no
29,management,married,tertiary,no,103,yes,no,cellular,17,apr,368,1,336,2,failure,no
33,blue-collar,single,primary,no,557,yes,no,cellular,17,apr,91,2,331,2,failure,no
41,admin.,married,secondary,no,1380,yes,no,cellular,17,apr,65,1,333,1,failure,no
34,entrepreneur,married,primary,no,165,yes,no,cellular,17,apr,182,2,329,1,failure,no
60,retired,divorced,tertiary,no,381,yes,no,cellular,17,apr,208,2,344,4,failure,no
